names,wkt_geom
Крылова,"POLYGON((30.6959205 46.495718, 30.6963852 46.4954319, 30.7004044 46.4893129, 30.6959205 46.495718))"
Крым,"POLYGON((30.7691135 46.431272, 30.769351 46.4312023, 30.7695484 46.4315322, 30.7692276 46.4314476, 30.7691135 46.431272))"
Крымская,"LINESTRING(30.7870533 46.5725334, 30.7906509 46.578927)"
Кузнечная,"LINESTRING(30.7224882 46.4826436, 30.7306326 46.4762193)"
Куликово поле,"POLYGON((30.7422865 46.4678301, 30.7420346 46.467649, 30.7415577 46.4648895, 30.7453688 46.4645963, 30.7457845 46.464782, 30.7460129 46.466611, 30.7442224 46.4678505, 30.7424907 46.4679692, 30.7422865 46.4678301))"
Куницы,"LINESTRING(30.6904369 46.4862193, 30.6898575 46.4831022)"
Куприна,"LINESTRING(30.7539549 46.4116323, 30.7535118 46.4108776, 30.7507824 46.4110181, 30.7394517 46.4097112)"
Курганная,"LINESTRING(30.6196737 46.4735575, 30.6199333 46.4686981)"
Курсантская лестница,"LINESTRING(30.7087852 46.4834291, 30.7106418 46.4836452)"
Курская,"LINESTRING(30.7719939 46.56102, 30.7756367 46.567985)"
Кустанайская,"LINESTRING(30.661612 46.4619687, 30.6622525 46.4645565)"
Куяльник,"LINESTRING(30.7262933 46.5615421, 30.7262248 46.5615228)"
Куяльницкий мост,"POLYGON((30.7345561 46.5563204, 30.7345752 46.5562826, 30.7352444 46.5564425, 30.7351224 46.5566841, 30.7344531 46.5565242, 30.7345561 46.5563204))"
Лавочная,"POLYGON((30.702282 46.497757, 30.7049209 46.4946429, 30.7052237 46.4936571, 30.702282 46.497757))"
Лазарева,"LINESTRING(30.7275559 46.4661683, 30.7175973 46.4597767, 30.7162062 46.4594776)"
Ланжерон,"POLYGON((30.7640236 46.4712413, 30.7635185 46.4713836, 30.7638176 46.4719413, 30.7642599 46.4737605, 30.7643413 46.4756175, 30.7642198 46.4743482, 30.7640236 46.4712413))"
Ланжероновская,"LINESTRING(30.744708 46.48472, 30.7358681 46.4852969)"
Латвийский спуск,"POLYGON((30.7066541 46.4974157, 30.7082166 46.4961251, 30.7089578 46.4951178, 30.7093211 46.4949286, 30.7066541 46.4974157))"
Левадная,"POLYGON((30.7032081 46.4906839, 30.7003186 46.4892539, 30.6993749 46.4877453, 30.7032081 46.4906839))"
Левитана,"LINESTRING(30.6930908 46.4077765, 30.7049615 46.4089509, 30.7053845 46.4072034, 30.7086503 46.4056491, 30.7100068 46.4050441, 30.7105857 46.4048858, 30.7113589 46.4051032, 30.7129978 46.4052704, 30.7158136 46.4056451, 30.7214266 46.4064363, 30.7232416 46.4066631, 30.7292446 46.4074858, 30.7298697 46.4076354)"
Левкойная,"POLYGON((30.7364285 46.4221537, 30.7404395 46.4199267, 30.7410485 46.4191314, 30.7364285 46.4221537))"
Леонтовича,"LINESTRING(30.7532757 46.4702214, 30.7526248 46.4677311)"
Леси Украинки,"LINESTRING(30.7773932 46.5620482, 30.7795585 46.5661321)"
Летний театр,"POLYGON((30.771879 46.5565346, 30.7722598 46.5562137, 30.7726461 46.5562948, 30.7726327 46.5565696, 30.772402 46.556708, 30.771879 46.5565346))"
Летняя,"LINESTRING(30.6937073 46.5044884, 30.6930944 46.5043658)"
Лидерсовский бульвар,"POLYGON((30.7537824 46.4723315, 30.7552933 46.4737882, 30.7553738 46.4744584, 30.7558993 46.4748016, 30.756784 46.475085, 30.75952 46.4775446, 30.7537824 46.4723315))"
Лиманная,"LINESTRING(30.7246348 46.5652157, 30.7255449 46.5634491, 30.7261939 46.5612587, 30.7278827 46.5592081, 30.733058 46.55794, 30.7346795 46.5566388, 30.7349378 46.5562433, 30.7362211 46.5565408)"
Лиманчик,"POLYGON((30.7050532 46.5239937, 30.7054987 46.5234929, 30.7067685 46.5240276, 30.706323 46.5245284, 30.7050532 46.5239937))"
Лиственная,"LINESTRING(30.698774 46.5001246, 30.6985157 46.498973)"
Литературная,"POLYGON((30.7587389 46.4183223, 30.7602981 46.4196471, 30.7603531 46.4200255, 30.7587681 46.4205456, 30.755239 46.4222781, 30.7552349 46.4224266, 30.7587389 46.4183223))"
Литовская,"LINESTRING(30.6987573 46.4570018, 30.6884086 46.4565953)"
Лицей Приморский,"POLYGON((30.740606 46.4541138, 30.7411186 46.4535774, 30.742514 46.4541011, 30.7418136 46.4546441, 30.7409887 46.4540583, 30.7407056 46.4542135, 30.740606 46.4541138))"
Лобстер,"POLYGON((30.7512485 46.4833846, 30.7510723 46.4833611, 30.7510661 46.4832533, 30.751228 46.4832431, 30.7512485 46.4833846))"
Локальна,"LINESTRING(30.6214258 46.4846156, 30.6199747 46.4824431)"
Локомотивная,"POLYGON((30.7384546 46.5412809, 30.7328579 46.5351792, 30.7307727 46.5340297, 30.7384546 46.5412809))"
Ломоносова,"LINESTRING(30.7721908 46.5648739, 30.7746698 46.564283)"
Луганская,"LINESTRING(30.7213596 46.4428978, 30.7191399 46.4406366)"
Луговая,"POLYGON((30.6726844 46.4672449, 30.67426 46.4670354, 30.67473 46.4665156, 30.6750693 46.4657466, 30.6763122 46.4652264, 30.6726844 46.4672449))"
Лузановка,"POLYGON((30.7593416 46.552229, 30.7608709 46.5504402, 30.7628088 46.5512694, 30.7715997 46.5541306, 30.7700141 46.555309, 30.7698315 46.555631, 30.769302 46.5557051, 30.7593416 46.552229))"
Лузановская,"POLYGON((30.7398202 46.5413744, 30.7408594 46.5419465, 30.745203 46.5454657, 30.7398202 46.5413744))"
Лукойл,"POLYGON((30.6765575 46.5162923, 30.6763965 46.5151332, 30.6807176 46.5130419, 30.6796045 46.5120469, 30.681086 46.5111386, 30.6821212 46.5119076, 30.6830239 46.5110919, 30.685354 46.5098302, 30.685695 46.5099031, 30.6863155 46.5095623, 30.6874764 46.5097799, 30.6879597 46.5101609, 30.6883109 46.5106146, 30.6874249 46.5112376, 30.6877381 46.5112008, 30.6886742 46.5119724, 30.6894359 46.5115811, 30.6915817 46.5122272, 30.690541 46.5138109, 30.6908826 46.5140351, 30.6806022 46.5198066, 30.6765575 46.5162923))"
Лунная,"POLYGON((30.7300732 46.3827564, 30.7296844 46.3836093, 30.7298579 46.3842163, 30.729447 46.3841501, 30.7291449 46.3850155, 30.7300732 46.3827564))"
Луцкая,"POLYGON((30.7661233 46.5630276, 30.7665597 46.5631138, 30.7672172 46.5642248, 30.7660716 46.5633013, 30.7661233 46.5630276))"
Льва Симиренко,"POLYGON((30.684711 46.5242564, 30.6816492 46.5227838, 30.6764734 46.5209619, 30.6753581 46.5210651, 30.6742967 46.5214656, 30.684711 46.5242564))"
Львовская,"LINESTRING(30.7473249 46.4017636, 30.7393596 46.4006072, 30.7340031 46.3993004)"
Льдинка,"POLYGON((30.7146466 46.4350156, 30.7149935 46.4348646, 30.7157191 46.4356452, 30.7153705 46.4357876, 30.7146466 46.4350156))"
Людмила,"POLYGON((30.7177642 46.3989665, 30.7178274 46.3987024, 30.7186299 46.3988209, 30.718583 46.399006, 30.7199511 46.3991709, 30.7177642 46.3989665))"
Люстдорфская|Люсдорская|Черноморская,"LINESTRING(30.72611 46.437846, 30.7288469 46.4293813, 30.723818 46.4257786, 30.7261984 46.4190025, 30.7263931 46.4175062, 30.7321094 46.4013972, 30.7325544 46.3992273, 30.73413 46.3947176, 30.7340674 46.3922045, 30.7331688 46.3902412, 30.732907 46.3888622, 30.7318035 46.3865858)"
Лядова,"LINESTRING(30.7400713 46.4187802, 30.7408055 46.4147449)"
Ляпидевского,"LINESTRING(30.7556373 46.4106545, 30.7556474 46.411125)"
МЕТРО,"POLYGON((30.766853 46.5574748, 30.767404 46.5566841, 30.7684621 46.5570492, 30.7677754 46.5577878, 30.766853 46.5574748))"
Мавританская арка,"POLYGON((30.7544787 46.4641152, 30.7545571 46.4639662, 30.7546243 46.4639631, 30.7545488 46.464109, 30.7544787 46.4641152))"
Магистральная,"LINESTRING(30.6282816 46.4690887, 30.6185339 46.4686339)"
Магнитогорская,"POLYGON((30.7404563 46.3849383, 30.7437217 46.3851954, 30.7446297 46.3850498, 30.7451038 46.3847858, 30.7404563 46.3849383))"
Майстрова,"POLYGON((30.7164789 46.4811514, 30.7178878 46.4759134, 30.7187873 46.4742068, 30.7164789 46.4811514))"
МакДоналдс,"POLYGON((30.7496692 46.460206, 30.7493471 46.460226, 30.7493333 46.4601205, 30.7496554 46.4601005, 30.7496692 46.460206))"
Максима Чайки,"POLYGON((30.6850562 46.4585788, 30.6860428 46.4587712, 30.6864005 46.4585474, 30.6880416 46.459091, 30.6978411 46.4594315, 30.6850562 46.4585788))"
Малая Арнаутская|Малая,"LINESTRING(30.7277349 46.4719699, 30.7288533 46.4719975, 30.7532757 46.4702214)"
Малинова,"POLYGON((30.6618818 46.4719097, 30.6592103 46.465715, 30.6588891 46.4636023, 30.6618818 46.4719097))"
Малиновского,"LINESTRING(30.6980431 46.4508978, 30.7033796 46.4483738, 30.7066356 46.4467468, 30.7102234 46.4449705, 30.7127008 46.4437589, 30.714031 46.443132, 30.7163587 46.4420098, 30.719513 46.4404548, 30.7217382 46.4393624, 30.7222837 46.4391073, 30.7242417 46.4381578, 30.7253715 46.4377133, 30.7262925 46.437802)"
Малишевского,"POLYGON((30.6870173 46.4419403, 30.6857979 46.4419082, 30.6849623 46.4507529, 30.6870173 46.4419403))"
Маловского,"POLYGON((30.7082882 46.4838531, 30.7077703 46.4844618, 30.6993749 46.4877453, 30.7082882 46.4838531))"
Манежна,"POLYGON((30.717079 46.4906877, 30.7170731 46.4898042, 30.7173319 46.4888726, 30.717079 46.4906877))"
Манежная,"LINESTRING(30.7173319 46.4888726, 30.7185279 46.485525)"
Маразлиевская,"LINESTRING(30.7507902 46.4827322, 30.7493092 46.4734165)"
Мариинская,"LINESTRING(30.7487955 46.4642443, 30.7491239 46.4677436)"
Мариинская гимназия,"POLYGON((30.7272816 46.4811011, 30.7277668 46.4813884, 30.7273688 46.481717, 30.7267746 46.4813671, 30.7271644 46.4810438, 30.7272816 46.4811011))"
Маристелла,"POLYGON((30.7609503 46.4132833, 30.760739 46.4131102, 30.7613796 46.4130404, 30.7616782 46.4132277, 30.7617407 46.4135096, 30.7615011 46.4137692, 30.7612941 46.4135673, 30.761349 46.4133028, 30.7609503 46.4132833))"
Мариупольская,"LINESTRING(30.7852617 46.5648222, 30.7862006 46.5665164)"
Марсельская,"LINESTRING(30.7754912 46.5756118, 30.7975394 46.5698808, 30.799547 46.5698285, 30.8024532 46.5701786, 30.8037341 46.5707017)"
Маршрутная,"LINESTRING(30.7187525 46.425494, 30.7226555 46.4284358)"
Матроский спуск,"POLYGON((30.71169 46.4884655, 30.7128503 46.4879018, 30.7173913 46.488631, 30.71169 46.4884655))"
Матюшенко,"POLYGON((30.6992366 46.4969828, 30.7031271 46.4910182, 30.7032081 46.4906839, 30.6992366 46.4969828))"
Махачкалинская,"LINESTRING(30.7888471 46.594274, 30.7893485 46.5939875, 30.7899746 46.5940852, 30.7923644 46.592848, 30.7924029 46.5931958, 30.7938278 46.5929435, 30.7950014 46.5930359, 30.796834 46.5921752, 30.7972233 46.5924869, 30.8013086 46.5910489, 30.8044611 46.5895663, 30.8043897 46.589163, 30.80487 46.5889569)"
Мациевской,"LINESTRING(30.6956983 46.4940588, 30.7053618 46.4970133)"
Мачтовая,"POLYGON((30.7402619 46.435092, 30.7399644 46.4337339, 30.7384711 46.432707, 30.7402619 46.435092))"
Мегадом,"POLYGON((30.7286642 46.4275438, 30.7289089 46.42741, 30.728627 46.4271664, 30.7294826 46.4266429, 30.7293826 46.4265624, 30.7304666 46.4260634, 30.7322287 46.4276549, 30.730161 46.4288279, 30.7286642 46.4275438))"
Мегамакс,"POLYGON((30.7252979 46.4182672, 30.7248023 46.4176746, 30.7251962 46.4174334, 30.7258418 46.4179336, 30.7252979 46.4182672))"
Мелитопольская,"LINESTRING(30.7726131 46.5662304, 30.7735301 46.5684875)"
Мельницкая,"LINESTRING(30.7135288 46.4607873, 30.6948723 46.4607128, 30.6917733 46.4605985, 30.6892894 46.4601851)"
Меркурий,"POLYGON((30.7968513 46.5759259, 30.7965848 46.5756772, 30.7961703 46.5758166, 30.7944748 46.5734769, 30.7947602 46.5733509, 30.7958215 46.574831, 30.7959815 46.5747287, 30.7968513 46.5759259))"
Металлистов,"LINESTRING(30.6978654 46.500443, 30.6975864 46.4989538)"
Мечникова|Старопортофранковская,"LINESTRING(30.7270086 46.4589403, 30.7274843 46.4623869, 30.727346 46.4631911, 30.7275207 46.4657446, 30.7275559 46.4661683, 30.7275343 46.46805, 30.7275617 46.4704415, 30.7274936 46.4706152, 30.7269786 46.4714287, 30.7248044 46.473412, 30.7238947 46.47442, 30.7225741 46.4756682, 30.7216549 46.4784965, 30.7198244 46.484014, 30.71884 46.4869995, 30.7181572 46.4890003, 30.7180028 46.4904786, 30.7189012 46.4936421, 30.7199418 46.4947343)"
Мечниковский сквер,"POLYGON((30.717079 46.4906877, 30.7170731 46.4898042, 30.7173319 46.4888726, 30.7188939 46.4890171, 30.7187428 46.4905334, 30.7178304 46.4904865, 30.717079 46.4906877))"
Мирная,"LINESTRING(30.6965926 46.4989367, 30.6970198 46.5012556)"
Михаила Грушевского,"LINESTRING(30.7013416 46.4769519, 30.7028429 46.4773082)"
Михайловская площадь,"POLYGON((30.7105583 46.4690428, 30.710219 46.4689089, 30.7098582 46.4684951, 30.7098808 46.4679439, 30.7102739 46.4674804, 30.7114423 46.467238, 30.7121837 46.4674513, 30.7124841 46.467758, 30.7125351 46.4680868, 30.7123581 46.468205, 30.7122105 46.4690262, 30.7105583 46.4690428))"
Мичурина,"LINESTRING(30.6662142 46.4928368, 30.6593993 46.4935308)"
Мичурина площадь,"LINESTRING(30.7121959 46.5397742, 30.7144448 46.5409657)"
Молодая,"POLYGON((30.7698315 46.555631, 30.7700141 46.555309, 30.7717646 46.5539991, 30.780837 46.5563888, 30.7803759 46.557545, 30.7799197 46.5598979, 30.7793828 46.5603854, 30.7699722 46.5558625, 30.7698315 46.555631))"
Молодёжи площадь,"LINESTRING(30.7025932 46.4930073, 30.7037761 46.4912545)"
Молодёжная,"LINESTRING(30.6365627 46.4643921, 30.6432082 46.464926)"
Молодёжный сквер,"POLYGON((30.7935244 46.5852902, 30.7953095 46.5841775, 30.7955606 46.584209, 30.7978955 46.5864136, 30.7975951 46.5865503, 30.7971821 46.5863097, 30.7965938 46.5865942, 30.7967977 46.5867935, 30.7966033 46.5868858, 30.79711 46.5871702, 30.7963027 46.5875569, 30.7935244 46.5852902))"
Мореходка,"POLYGON((30.7179154 46.4833218, 30.7190528 46.4834189, 30.7197699 46.483704, 30.719148 46.4853267, 30.7184373 46.4854476, 30.7165818 46.4849228, 30.7167495 46.4843946, 30.7174802 46.4844887, 30.7176564 46.4833121, 30.7179154 46.4833218))"
Мореходная,"POLYGON((30.7654139 46.4218662, 30.7643011 46.4223128, 30.7636097 46.4221801, 30.7628848 46.4217365, 30.7628068 46.4219674, 30.7654139 46.4218662))"
Морская,"LINESTRING(30.7577836 46.4673195, 30.7577464 46.4655621)"
Морской,"POLYGON((30.6919149 46.3470739, 30.6917992 46.3453809, 30.6939066 46.3453634, 30.6938377 46.3460482, 30.6930694 46.3460482, 30.6928062 46.3471104, 30.6919149 46.3470739))"
Москва,"POLYGON((30.7181662 46.4287484, 30.7185643 46.4284878, 30.718787 46.4286517, 30.7183931 46.4289099, 30.7181662 46.4287484))"
Москвич,"POLYGON((30.7787368 46.585913, 30.7782108 46.5853126, 30.7787873 46.5850909, 30.7789517 46.5853126, 30.7788164 46.5855789, 30.7789773 46.5858543, 30.7787368 46.585913))"
Моторная,"POLYGON((30.6437501 46.479948, 30.6426291 46.4821785, 30.639007 46.4818664, 30.6388782 46.4820289, 30.6389748 46.4826643, 30.6437501 46.479948))"
Музкомедия,"POLYGON((30.7504008 46.4686286, 30.7503204 46.4680619, 30.7507966 46.4680298, 30.7508033 46.4680772, 30.7515096 46.4680296, 30.7515408 46.4682497, 30.7515712 46.4684638, 30.7508648 46.4685113, 30.7508769 46.4685965, 30.7504008 46.4686286))"
Музыкальная,"POLYGON((30.7322473 46.4255247, 30.7316687 46.4255378, 30.7301657 46.424194, 30.7313912 46.4234681, 30.7322473 46.4255247))"
Мясоедовская,"LINESTRING(30.7187873 46.4742068, 30.7210078 46.4721315, 30.7275443 46.4666018)"
Мясокомбинат,"LINESTRING(30.7292184 46.5257319, 30.7293136 46.5260004)"
Набережная,"POLYGON((30.7298622 46.3682014, 30.7319636 46.369565, 30.7325873 46.3696144, 30.7333624 46.3700498, 30.7381824 46.3730128, 30.7390832 46.3732454, 30.7298622 46.3682014))"
Наклонная,"LINESTRING(30.7717679 46.5572632, 30.7695302 46.5627053)"
Наливная,"LINESTRING(30.7178065 46.5112786, 30.7220138 46.5231611)"
Насосная,"POLYGON((30.7223775 46.393956, 30.7223641 46.3938477, 30.722625 46.3938324, 30.7226384 46.3939406, 30.7223775 46.393956))"
Наталка,"POLYGON((30.7025978 46.4837196, 30.7026666 46.4836997, 30.70285 46.4840024, 30.7027686 46.4840243, 30.7025978 46.4837196))"
Неделина,"LINESTRING(30.734455 46.4331734, 30.7484837 46.4253339)"
Неждановой,"LINESTRING(30.6914669 46.5011035, 30.6903216 46.4967732, 30.6889945 46.4903783)"
Нежинская,"LINESTRING(30.7198605 46.4890082, 30.7314085 46.4799134)"
Независимости площадь,"POLYGON((30.7240745 46.3992432, 30.7233336 46.3992884, 30.7230786 46.3991304, 30.7230006 46.3988324, 30.7233681 46.3985412, 30.7239409 46.3985555, 30.724273 46.3988714, 30.7240745 46.3992432))"
Немо,"POLYGON((30.7648408 46.4778783, 30.7648754 46.4772046, 30.7653826 46.4771711, 30.7653608 46.4772802, 30.7650322 46.477249, 30.7650876 46.4779019, 30.7648408 46.4778783))"
Нептун,"POLYGON((30.7863646 46.5926254, 30.7862267 46.5925021, 30.7864115 46.5924044, 30.7865495 46.5925278, 30.7863646 46.5926254))"
Нескучная,"POLYGON((30.6392553 46.4770694, 30.6381111 46.4757925, 30.63862 46.4694422, 30.6392553 46.4770694))"
Никитина,"POLYGON((30.7009175 46.4996603, 30.6995804 46.5007196, 30.6974193 46.5015104, 30.6947342 46.5031983, 30.6893756 46.5035444, 30.7009175 46.4996603))"
Николаевская,"LINESTRING(30.7335228 46.5329392, 30.7552637 46.5509411, 30.7630855 46.5537803, 30.7718535 46.5573099, 30.7725287 46.5573715, 30.7735031 46.5580536)"
Николаевская дорога,"POLYGON((30.7632442 46.5538353, 30.7695233 46.5559389, 30.7718535 46.5573099, 30.7632442 46.5538353))"
Николая Аркаса,"LINESTRING(30.6437073 46.4725892, 30.6346748 46.472241)"
Николая Вороного,"LINESTRING(30.694632 46.4593769, 30.6951263 46.4539998)"
Николая Михновского,"POLYGON((30.6676517 46.4978504, 30.6590874 46.4976584, 30.6588125 46.4975295, 30.658625 46.4968181, 30.6590393 46.4965114, 30.6590353 46.4956501, 30.6676517 46.4978504))"
заливной|1й заливной,"LINESTRING(30.7226305 46.5047399, 30.7247684 46.5048322)"
Николая Троицкого,"LINESTRING(30.7199046 46.3684548, 30.7163727 46.3668086, 30.7162422 46.3665208, 30.7162461 46.3650053, 30.716079 46.3648056, 30.7069143 46.3580442, 30.7021306 46.3573931)"
Нищинского,"POLYGON((30.7107385 46.4832397, 30.7185279 46.485525, 30.7193743 46.4853775, 30.7107385 46.4832397))"
Новаторов,"LINESTRING(30.7335971 46.4345845, 30.7337651 46.4348301)"
Новгородская,"POLYGON((30.732873 46.4058478, 30.7344548 46.4007839, 30.7356883 46.3984103, 30.732873 46.4058478))"
Новикова,"POLYGON((30.6801633 46.4622244, 30.681161 46.4634433, 30.6837262 46.4689299, 30.6801633 46.4622244))"
Новобереговая,"LINESTRING(30.7573733 46.419082, 30.7609407 46.4171116)"
Новомосковская дорога,"LINESTRING(30.638468 46.4956534, 30.6419761 46.4955781, 30.6460516 46.4948366, 30.646985 46.4948144, 30.6492308 46.4941655)"
Новосельского,"LINESTRING(30.7214279 46.4941778, 30.721664 46.4939867)"
Новощепной,"POLYGON((30.7377191 46.4678032, 30.734143 46.4680822, 30.7331798 46.4685275, 30.7303785 46.46872, 30.7377191 46.4678032))"
Новый Рынок,"POLYGON((30.7227421 46.4877237, 30.7241394 46.4865887, 30.7262043 46.487891, 30.7248816 46.4889396, 30.7227421 46.4877237))"
Обильная,"LINESTRING(30.7268635 46.4162563, 30.7388151 46.4168788, 30.744687 46.417352)"
Областная,"POLYGON((30.7889011 46.5829693, 30.7890352 46.5828855, 30.7898066 46.5834689, 30.7896805 46.5835477, 30.7889011 46.5829693))"
Овидиопольская,"POLYGON((30.6697997 46.4512759, 30.6696378 46.4532459, 30.6745194 46.4572249, 30.6697997 46.4512759))"
Овидиопольская дорога,"POLYGON((30.6522555 46.4505818, 30.6565818 46.4509252, 30.6606336 46.450512, 30.662819 46.4506586, 30.6606455 46.450615, 30.6568331 46.4510399, 30.6541814 46.4508721, 30.6522555 46.4505818))"
Одария,"LINESTRING(30.7264845 46.4983315, 30.7215982 46.4977794, 30.7184584 46.4978284, 30.7142369 46.4984763)"
Одесса-Товарная,"POLYGON((30.7139124 46.4583288, 30.7117697 46.4583441, 30.7116829 46.4578588, 30.7089267 46.456577, 30.7085509 46.4567903, 30.7085866 46.4580914, 30.707753 46.4580883, 30.7075765 46.4582494, 30.7065996 46.4575907, 30.7065866 46.4552301, 30.7062787 46.4549196, 30.7067703 46.454414, 30.7108486 46.4551427, 30.7174145 46.4555793, 30.7175015 46.4569478, 30.7155933 46.4569189, 30.7155414 46.4574949, 30.7159242 46.4579819, 30.7147841 46.4579538, 30.7147778 46.4577468, 30.7144219 46.457714, 30.713954 46.4578735, 30.7139124 46.4583288))"
Озёрная,"LINESTRING(30.6884851 46.5039031, 30.6856325 46.5040525)"
Олимпийский сквер,"POLYGON((30.7566947 46.4485273, 30.7578696 46.447035, 30.7593817 46.4475099, 30.7583487 46.4489928, 30.7566947 46.4485273))"
Ольгиевская,"LINESTRING(30.7173319 46.4888726, 30.7202002 46.4891188, 30.7274766 46.4935751)"
Ольгиевский спуск,"LINESTRING(30.7187428 46.4905334, 30.7172263 46.490607, 30.7151446 46.4915485, 30.7139329 46.4924172)"
Омская,"LINESTRING(30.7209528 46.3779795, 30.7203703 46.3811218)"
Онежская,"POLYGON((30.699527 46.459235, 30.6996422 46.4579786, 30.6974839 46.4556357, 30.6908816 46.4553974, 30.6902218 46.4554603, 30.6891705 46.4559499, 30.699527 46.459235))"
Ониловой,"LINESTRING(30.7360772 46.4728869, 30.7362826 46.4743475, 30.7363501 46.4747515, 30.7363863 46.4749679, 30.7363959 46.4750254, 30.7364262 46.4752069, 30.7364422 46.4752992, 30.7364761 46.4755087, 30.7365082 46.4757088, 30.7365205 46.4757904)"
Оптовый,"POLYGON((30.7044582 46.3860035, 30.7037293 46.3859498, 30.7034762 46.3832782, 30.7018269 46.38312, 30.7022298 46.3811624, 30.7039342 46.3812658, 30.7044582 46.3860035))"
Оптовый рынок,"POLYGON((30.7034605 46.3880522, 30.7037293 46.3859498, 30.7044582 46.3860035, 30.7046899 46.3881014, 30.7034605 46.3880522))"
Оранж,POINT(30.80958 46.572772)
Оранжерейная,"POLYGON((30.6730582 46.4943053, 30.6729971 46.4968586, 30.6727589 46.4970389, 30.6725963 46.4984433, 30.6730582 46.4943053))"
Ореховая,"POLYGON((30.7254003 46.3776419, 30.7258519 46.3772661, 30.7261482 46.3766499, 30.7273084 46.3706401, 30.7254003 46.3776419))"
Орловская,"LINESTRING(30.7757883 46.5725662, 30.7754296 46.5719617)"
Орфей,"POLYGON((30.7407887 46.4857023, 30.7408112 46.4858473, 30.7404813 46.4858716, 30.7404583 46.4857265, 30.7407887 46.4857023))"
Остров,"POLYGON((30.7374338 46.4679593, 30.7377907 46.4681292, 30.7378331 46.4685152, 30.7369852 46.4685771, 30.7369533 46.4683659, 30.7367885 46.4683761, 30.7367359 46.468006, 30.7374338 46.4679593))"
Островского,"LINESTRING(30.6998183 46.4971565, 30.7025932 46.4930073)"
Отважных,"POLYGON((30.7186629 46.3775014, 30.7190555 46.3779903, 30.7180164 46.3837248, 30.7186629 46.3775014))"
Отечественная,"LINESTRING(30.6904849 46.478651, 30.6946056 46.476102)"
Отрадная,"POLYGON((30.7577836 46.4673195, 30.7548724 46.4676174, 30.7549426 46.4679816, 30.7527537 46.4682366, 30.7577836 46.4673195))"
Офицерская,"LINESTRING(30.7339173 46.3911435, 30.7418367 46.3883936)"
Павла Зеленого,"LINESTRING(30.7199684 46.4912323, 30.7235889 46.4883667)"
Павла Кравцова,"LINESTRING(30.7244589 46.5079827, 30.7193387 46.5076949)"
Павла Шклярука,"LINESTRING(30.735721 46.4342262, 30.729811 46.4290376)"
Павловых,"POLYGON((30.7512063 46.5449017, 30.7523034 46.5454957, 30.7532961 46.5461411, 30.7529591 46.5463853, 30.7522698 46.5463829, 30.7507932 46.5451218, 30.7512063 46.5449017))"
Павлодарская,"POLYGON((30.6860059 46.4940572, 30.686223 46.4963585, 30.6861887 46.4995448, 30.6869046 46.5010003, 30.6860059 46.4940572))"
Пале Рояль,"POLYGON((30.7405614 46.485179, 30.7406939 46.4856536, 30.7393965 46.4857641, 30.7393169 46.4852652, 30.7405614 46.485179))"
Палладиум,"POLYGON((30.7463341 46.4682205, 30.7459068 46.4682278, 30.7458942 46.4678802, 30.7463216 46.467873, 30.7463341 46.4682205))"
Палубная,"LINESTRING(30.7384441 46.4347319, 30.7369906 46.4335491)"
Пальма,"POLYGON((30.7640064 46.4711664, 30.7638671 46.4709265, 30.7641182 46.4711356, 30.7640064 46.4711664))"
Панаса Мирного,"LINESTRING(30.6443387 46.4696191, 30.6482611 46.4721323)"
Панорама,"POLYGON((30.724129 46.3982409, 30.7242232 46.3976622, 30.7250259 46.3977156, 30.7248386 46.3987329, 30.7242479 46.3984209, 30.7239718 46.3985014, 30.7239034 46.398374, 30.724129 46.3982409))"
Пантелеймоновская,"LINESTRING(30.7282832 46.470386, 30.7385158 46.4696046)"
Папашон,"POLYGON((30.8057985 46.5740203, 30.8051567 46.5742311, 30.8047437 46.5736367, 30.8053855 46.573426, 30.8057985 46.5740203))"
Парк Горького,"POLYGON((30.720125 46.4299784, 30.7171041 46.4318691, 30.7169111 46.4318638, 30.7133109 46.4293822, 30.7133412 46.4291896, 30.7172696 46.4266136, 30.717663 46.426645, 30.7209774 46.4291163, 30.7209947 46.4294357, 30.720125 46.4299784))"
Парк Ильича,"POLYGON((30.7299888 46.4681283, 30.7296197 46.467876, 30.7283189 46.4678946, 30.728292 46.467324, 30.7286201 46.4673203, 30.7286309 46.466583, 30.7277249 46.4665838, 30.7275702 46.4638676, 30.7309016 46.4638031, 30.7314393 46.4636671, 30.7315425 46.4653116, 30.7310035 46.4669669, 30.7310127 46.4684518, 30.7300252 46.468518, 30.7299888 46.4681283))"
Парк Космонавтов,"POLYGON((30.7387941 46.4521411, 30.7387325 46.4515988, 30.739336 46.4502828, 30.7414891 46.4508968, 30.7417922 46.4524328, 30.7411445 46.453161, 30.7392394 46.4524504, 30.7387941 46.4521411))"
Парк Шевченко,"POLYGON((30.7507902 46.4827322, 30.7500758 46.4769849, 30.7525937 46.476858, 30.7526328 46.4770681, 30.7540671 46.4768996, 30.7544963 46.4766355, 30.7546894 46.4762827, 30.7544104 46.4745815, 30.755309 46.4745353, 30.7567027 46.4750861, 30.7594138 46.4775358, 30.7604636 46.477061, 30.7621499 46.4774101, 30.7633904 46.4778742, 30.7629653 46.4785603, 30.7627279 46.4784309, 30.7621048 46.4790695, 30.7617552 46.4797394, 30.7595545 46.480857, 30.7593763 46.480734, 30.7551184 46.4825257, 30.7522697 46.4833843, 30.7508679 46.4834914, 30.7507902 46.4827322))"
